longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.24,33.92,42.0,328.0,100.0,605.0,87.0,24464.0,97400.0,<1H OCEAN
-118.4,34.16,35.0,1354.0,284.0,501.0,262.0,38056.0,384700.0,<1H OCEAN
-117.41,34.58,10.0,2964.0,668.0,1853.0,609.0,16047.0,73400.0,INLAND
-117.96,33.93,15.0,2014.0,419.0,839.0,390.0,47446.0,175400.0,<1H OCEAN
-118.15,34.1,52.0,4325.0,823.0,1927.0,795.0,39485.0,419100.0,<1H OCEAN
-122.12,37.88,35.0,2785.0,362.0,1001.0,363.0,80448.0,433300.0,NEAR BAY
-122.06,37.37,32.0,2510.0,578.0,1160.0,581.0,49086.99999999999,322700.0,<1H OCEAN
-118.3,34.09,25.0,2345.0,852.0,2860.0,862.0,14497.0,205600.0,<1H OCEAN
-117.88,33.7,24.0,534.0,88.0,249.0,74.0,53254.0,240500.0,<1H OCEAN
-122.3,37.9,15.0,5083.0,1212.0,2420.0,1146.0,45824.0,256100.0,NEAR BAY
-122.37,40.55,26.0,1435.0,234.0,544.0,232.0,26705.0,136700.0,INLAND
-118.32,33.9,36.0,1520.0,300.0,831.0,291.0,40473.0,212100.0,<1H OCEAN
-119.12,35.38,18.0,1521.0,269.0,706.0,279.0,44196.0,121000.0,INLAND
-121.39,38.62,27.0,5693.0,1487.0,2334.0,1387.0,22844.000000000004,170500.0,INLAND
-117.04,32.79,23.0,2491.0,350.0,863.0,348.0,67196.0,306800.0,<1H OCEAN
-121.95,37.31,27.0,2462.0,570.0,1278.0,565.0,35652.0,329500.0,<1H OCEAN
-120.45,37.79,8.0,2687.0,495.0,5087.0,385.0,31719.0,115400.0,INLAND
-121.97,38.03,17.0,3685.0,685.0,1939.0,649.0,37043.0,139800.0,INLAND
-122.57,38.11,32.0,3521.0,748.0,1706.0,723.0,34705.0,228600.0,NEAR BAY
-121.21,37.8,45.0,370.0,84.0,167.0,70.0,14853.0,101800.0,INLAND
-117.25,33.25,6.0,6160.0,993.0,2997.0,1029.0,46186.99999999999,205000.0,<1H OCEAN
-121.76,37.68,35.0,1864.0,357.0,1189.0,349.0,42361.00000000001,177500.0,INLAND
-117.74,35.65,15.0,2357.0,484.0,1110.0,442.0,31755.0,81700.0,INLAND
-118.36,34.2,14.0,1878.0,614.0,1874.0,559.0,25267.0,231800.0,<1H OCEAN
-118.19,33.8,41.0,2125.0,591.0,1604.0,555.0,29943.0,190600.0,NEAR OCEAN
-122.34,37.97,19.0,392.0,109.0,287.0,81.0,60426.0,110000.0,NEAR BAY
-121.39,39.61,22.0,2828.0,610.0,986.0,391.0,28871.000000000004,94700.0,INLAND
-118.14,34.17,34.0,2384.0,604.0,2073.0,540.0,23062.0,158000.0,<1H OCEAN
-118.61,34.22,24.0,5256.0,758.0,2474.0,780.0,73252.0,333700.0,<1H OCEAN
-122.26,37.51,29.0,3703.0,1075.0,1611.0,1025.0,27075.0,323800.0,NEAR OCEAN
-122.24,37.47,36.0,2021.0,433.0,1117.0,432.0,39290.0,303100.0,NEAR OCEAN
-122.01,37.98,25.0,1476.0,336.0,777.0,297.0,35179.0,165500.0,NEAR BAY
-122.09,37.37,34.0,2165.0,355.0,776.0,339.0,52971.0,442100.0,NEAR BAY
-117.68,34.09,22.0,1547.0,334.0,773.0,316.0,29812.0,148800.0,INLAND
-122.06,38.25,34.0,1562.0,289.0,898.0,307.0,33598.0,107200.0,INLAND
-122.54,37.94,39.0,3670.0,775.0,1519.0,788.0,44081.0,435200.0,NEAR BAY
-122.01,37.99,28.0,1900.0,401.0,918.0,351.0,37841.0,144900.0,NEAR BAY
-117.3,33.25,22.0,2329.0,419.0,1456.0,381.0,37933.0,131000.0,<1H OCEAN
-119.82,34.43,15.0,1482.0,345.0,669.0,379.0,30773.0,112500.0,NEAR OCEAN
-122.26,37.89,52.0,3078.0,494.0,1005.0,462.0,63810.0,342200.0,NEAR BAY
-121.76,36.92,20.0,2687.0,637.0,2154.0,610.0,26434.000000000004,169700.0,<1H OCEAN
-118.91,35.24,29.0,2888.0,753.0,2949.0,699.0,17716.0,45500.0,INLAND
-117.11,32.78,16.0,2220.0,512.0,930.0,527.0,36528.0,133200.0,NEAR OCEAN
-118.11,33.83,36.0,1820.0,313.0,899.0,295.0,49180.0,225200.0,<1H OCEAN
-118.48,34.33,9.0,2384.0,395.0,1697.0,402.0,60891.0,270100.0,<1H OCEAN
-122.41,37.76,52.0,2064.0,496.0,1726.0,466.0,34028.0,233300.0,NEAR BAY
-122.04,37.29,19.0,3625.0,432.0,1252.0,409.0,122144.99999999999,500001.0,<1H OCEAN
-119.71,36.82,12.0,2144.0,568.0,1320.0,566.0,23381.0,112500.0,INLAND
-122.41,37.64,38.0,1204.0,268.0,921.0,247.0,44464.0,215400.0,NEAR OCEAN
-120.79,38.54,34.0,1133.0,254.0,495.0,187.0,20500.0,68900.0,INLAND
-120.96,37.65,34.0,1700.0,325.0,972.0,326.0,24485.0,95500.0,INLAND
-121.14,37.47,38.0,2427.0,450.0,1272.0,474.0,28833.000000000004,115200.0,INLAND
-118.02,34.09,24.0,2080.0,514.0,1976.0,478.0,26917.0,170000.0,INLAND
-117.86,33.83,23.0,2377.0,403.0,1101.0,408.0,53439.0,227100.0,<1H OCEAN
-121.74,37.3,12.0,1961.0,280.0,985.0,269.0,67159.0,362700.0,<1H OCEAN
-118.19,34.22,32.0,10626.0,1504.0,4353.0,1482.0,98413.0,500001.0,<1H OCEAN
-118.08,33.79,34.0,2840.0,395.0,1127.0,396.0,76144.0,376200.0,<1H OCEAN
-121.5,38.55,49.0,4094.0,634.0,1363.0,659.0,52362.0,236800.0,INLAND
-118.41,33.97,43.0,1464.0,224.0,581.0,232.0,62022.00000000001,365900.0,<1H OCEAN
-121.89,38.01,32.0,1000.0,188.0,663.0,212.0,40972.0,99200.0,INLAND
-120.45,34.94,24.0,1702.0,447.0,1240.0,417.0,24091.0,115500.0,<1H OCEAN
-120.61,37.32,18.0,5009.0,826.0,2497.0,805.0,42500.0,146300.0,INLAND
-119.17,34.21,33.0,1039.0,256.0,1432.0,272.0,31103.0,143500.0,NEAR OCEAN
-118.35,34.0,46.0,3402.0,503.0,1389.0,504.0,53461.99999999999,270400.0,<1H OCEAN
-117.93,33.77,36.0,3157.0,582.0,1842.0,561.0,45833.00000000001,190700.0,<1H OCEAN
-118.28,34.04,24.0,1283.0,545.0,1932.0,516.0,12969.0,160200.0,<1H OCEAN
-119.61,34.43,16.0,2665.0,391.0,794.0,311.0,90267.0,500001.0,<1H OCEAN
-122.28,37.89,52.0,2616.0,473.0,1085.0,487.0,41250.0,270900.0,NEAR BAY
-117.04,32.98,16.0,1332.0,196.0,640.0,193.0,60226.0,192900.0,<1H OCEAN
-117.25,33.7,10.0,5156.0,941.0,2294.0,747.0,35800.0,113400.0,<1H OCEAN
-119.53,37.34,26.0,4047.0,702.0,571.0,199.0,23482.0,179500.0,INLAND
-116.62,34.23,14.0,6438.0,1719.0,1586.0,691.0,16136.0,67400.0,INLAND
-118.05,33.93,35.0,2107.0,480.0,2241.0,443.0,31513.0,150000.0,<1H OCEAN
-118.21,34.04,37.0,845.0,249.0,881.0,252.0,22454.0,165000.0,<1H OCEAN
-118.0,34.16,52.0,1354.0,227.0,531.0,206.0,48059.0,270600.0,INLAND
-118.32,34.09,34.0,1478.0,675.0,1976.0,653.0,20557.0,225000.0,<1H OCEAN
-119.35,36.22,29.0,2051.0,351.0,915.0,343.0,31944.0,106800.0,INLAND
-118.0,34.12,37.0,1340.0,325.0,928.0,333.0,39219.0,175000.0,INLAND
-119.68,36.81,13.0,2589.0,413.0,1356.0,435.0,50253.0,106200.0,INLAND
-117.89,33.92,34.0,1473.0,312.0,1025.0,315.0,38333.0,170400.0,<1H OCEAN
-121.69,38.87,38.0,412.0,93.0,304.0,95.0,26597.0,86000.0,INLAND
-118.86,34.21,26.0,3354.0,659.0,2020.0,648.0,41576.00000000001,211800.0,<1H OCEAN
-122.0,37.12,17.0,4413.0,672.0,1674.0,608.0,69772.0,383300.0,<1H OCEAN
-117.93,34.05,32.0,3055.0,623.0,1902.0,565.0,42926.0,190700.0,<1H OCEAN
-119.0,35.35,31.0,2931.0,716.0,1969.0,588.0,22155.0,62100.0,INLAND
-118.57,34.18,36.0,2981.0,441.0,1243.0,413.0,65304.0,439800.0,<1H OCEAN
-118.07,34.17,34.0,4062.0,597.0,1525.0,566.0,78588.0,454800.0,INLAND
-122.18,37.73,42.0,4074.0,874.0,2736.0,780.0,24550.0,82400.0,NEAR BAY
-117.73,34.03,42.0,1967.0,378.0,1459.0,348.0,30375.0,118100.0,INLAND
-118.25,34.14,25.0,5980.0,1856.0,5217.0,1772.0,25059.999999999996,184500.0,<1H OCEAN
-118.5,34.02,35.0,2914.0,934.0,1334.0,870.0,29934.0,350000.0,<1H OCEAN
-118.28,33.84,27.0,2326.0,533.0,1697.0,546.0,38633.0,187900.0,<1H OCEAN
-118.12,33.91,35.0,1518.0,279.0,857.0,251.0,36917.0,197500.0,<1H OCEAN
-121.36,38.15,42.0,2051.0,334.0,878.0,318.0,43553.0,185700.0,INLAND
-116.54,33.81,31.0,6814.0,1714.0,2628.0,1341.0,21176.0,124100.0,INLAND
-117.67,33.67,5.0,10534.0,2035.0,4656.0,1863.0,57797.0,309200.0,<1H OCEAN
-117.26,34.11,33.0,1210.0,288.0,850.0,238.0,12171.0,59300.0,INLAND
-117.95,33.94,31.0,2237.0,431.0,1135.0,434.0,44500.0,267900.0,<1H OCEAN
-117.22,33.22,15.0,1430.0,343.0,704.0,322.0,19571.0,162500.0,<1H OCEAN
-117.7,33.6,16.0,2092.0,489.0,877.0,392.0,30461.0,216900.0,<1H OCEAN
-117.23,32.79,28.0,2453.0,648.0,1082.0,617.0,36250.0,266700.0,NEAR OCEAN
-120.46,34.65,22.0,1298.0,358.0,1272.0,363.0,16488.0,117500.0,NEAR OCEAN
-122.43,37.71,24.0,4299.0,857.0,2249.0,788.0,46098.0,290400.0,NEAR BAY
-118.97,35.39,38.0,2121.0,433.0,1547.0,441.0,27740.0,59500.0,INLAND
-119.03,35.41,41.0,1808.0,435.0,1005.0,373.0,17857.0,54300.0,INLAND
-119.19,36.06,29.0,1815.0,376.0,1421.0,339.0,19091.0,71300.0,INLAND
-118.3,33.72,28.0,2647.0,658.0,1459.0,595.0,34474.0,253400.0,NEAR OCEAN
-118.1,34.16,46.0,2863.0,513.0,1412.0,498.0,53272.00000000001,330200.0,INLAND
-119.73,36.31,20.0,2440.0,433.0,1579.0,400.0,28281.0,60200.0,INLAND
-121.37,38.63,30.0,5996.0,1018.0,2532.0,1049.0,46127.0,151800.0,INLAND
-118.25,34.1,42.0,4198.0,956.0,1935.0,878.0,37184.0,277300.0,<1H OCEAN
-122.02,37.56,35.0,1716.0,312.0,914.0,316.0,55737.0,214500.0,NEAR BAY
-117.25,33.08,13.0,3651.0,465.0,1311.0,435.0,75402.0,340300.0,NEAR OCEAN
-117.88,33.55,27.0,2278.0,316.0,772.0,304.0,101275.0,500001.0,<1H OCEAN
-117.15,32.91,15.0,1613.0,303.0,702.0,240.0,48750.0,169300.0,<1H OCEAN
-117.86,33.9,25.0,3205.0,409.0,1291.0,408.0,72478.0,299200.0,<1H OCEAN
-116.25,33.69,5.0,1664.0,444.0,907.0,374.0,27667.0,92900.0,INLAND
-118.3,34.04,35.0,1090.0,345.0,1605.0,330.0,21518.0,152800.0,<1H OCEAN
-118.36,33.92,26.0,3695.0,1144.0,2308.0,1009.0,26667.0,229300.0,<1H OCEAN
-121.24,38.66,14.0,3335.0,440.0,1329.0,429.0,62082.0,250300.0,INLAND
-117.6,33.45,4.0,2369.0,566.0,996.0,435.0,54031.0,243800.0,NEAR OCEAN
-122.22,37.36,34.0,1559.0,243.0,600.0,242.0,87382.00000000001,500001.0,NEAR OCEAN
-122.3,37.52,38.0,2769.0,387.0,994.0,395.0,55902.0,417000.0,NEAR OCEAN
-117.9,34.13,5.0,1126.0,316.0,819.0,311.0,15000.0,139800.0,<1H OCEAN
-121.37,37.06,25.0,474.0,92.0,300.0,104.0,38062.0,340900.0,INLAND
-118.3,33.93,40.0,2434.0,477.0,1646.0,453.0,32024.0,128000.0,<1H OCEAN
-121.76,38.25,32.0,1495.0,333.0,905.0,281.0,26250.0,212500.0,INLAND
-121.94,37.8,8.0,11336.0,1657.0,4089.0,1555.0,78287.0,369200.0,<1H OCEAN
-121.92,36.56,40.0,2124.0,449.0,643.0,341.0,55164.0,369100.0,NEAR OCEAN
-120.82,35.31,16.0,3924.0,699.0,1325.0,638.0,25172.0,293900.0,NEAR OCEAN
-117.15,32.7,50.0,475.0,172.0,483.0,120.0,13657.0,162500.0,NEAR OCEAN
-122.49,37.68,35.0,2405.0,461.0,1583.0,471.0,50659.0,238000.0,NEAR OCEAN
-121.29,37.98,49.0,2501.0,565.0,1171.0,550.0,25043.000000000004,76700.0,INLAND
-116.89,34.27,13.0,3661.0,770.0,567.0,228.0,44063.0,152600.0,INLAND
-122.38,40.09,16.0,2077.0,388.0,1155.0,389.0,31361.0,84800.0,INLAND
-120.94,39.22,12.0,1321.0,268.0,661.0,232.0,40062.0,153800.0,INLAND
-118.53,34.2,33.0,3270.0,818.0,2118.0,763.0,32250.0,205300.0,<1H OCEAN
-120.45,34.64,30.0,2330.0,422.0,1255.0,449.0,38512.0,134600.0,NEAR OCEAN
-121.82,39.73,44.0,2923.0,659.0,1371.0,626.0,22925.0,85800.0,INLAND
-120.93,38.65,12.0,2213.0,384.0,1097.0,351.0,45568.0,170100.0,INLAND
-121.99,36.98,19.0,5613.0,1321.0,3018.0,1268.0,31913.999999999996,215600.0,NEAR OCEAN
-122.48,37.67,31.0,2609.0,433.0,1746.0,464.0,51054.00000000001,294500.0,NEAR OCEAN
-122.1,37.61,35.0,2361.0,458.0,1727.0,467.0,45281.0,173600.0,NEAR BAY
-119.09,35.3,3.0,2821.0,519.0,1353.0,495.0,36852.0,109800.0,INLAND
-120.47,34.7,24.0,2387.0,385.0,1051.0,382.0,44595.0,152700.0,NEAR OCEAN
-121.91,37.31,28.0,3104.0,811.0,1488.0,754.0,36429.0,332600.0,<1H OCEAN
-121.83,38.0,15.0,6365.0,1646.0,3838.0,1458.0,25495.0,103600.0,INLAND
-118.3,33.95,27.0,1774.0,444.0,1622.0,402.0,22031.0,96900.0,<1H OCEAN
-117.92,33.75,32.0,790.0,199.0,1196.0,201.0,30625.0,142800.0,<1H OCEAN
-117.58,33.66,4.0,3305.0,644.0,1693.0,597.0,52497.0,215000.0,<1H OCEAN
-117.14,32.79,35.0,3578.0,582.0,1568.0,553.0,47813.0,188600.0,NEAR OCEAN
-117.96,33.65,23.0,5379.0,684.0,1826.0,555.0,70151.0,350600.0,<1H OCEAN
-118.56,34.2,35.0,2273.0,,1431.0,403.0,40789.0,196700.0,<1H OCEAN
-120.2,34.61,15.0,2958.0,690.0,1348.0,617.0,38582.0,215200.0,NEAR OCEAN
-122.24,37.8,52.0,1803.0,420.0,1321.0,401.0,29570.0,122800.0,NEAR BAY
-121.02,37.66,28.0,1437.0,400.0,806.0,338.0,16077.999999999998,125000.0,INLAND
-118.39,33.89,38.0,1851.0,332.0,750.0,314.0,73356.0,422700.0,<1H OCEAN
-117.96,34.14,9.0,907.0,207.0,619.0,194.0,39464.0,179600.0,INLAND
-117.86,33.74,38.0,2415.0,642.0,3242.0,599.0,34250.0,165600.0,<1H OCEAN
-118.11,34.02,17.0,9559.0,1911.0,5279.0,1844.0,51515.00000000001,318900.0,<1H OCEAN
-117.46,33.93,19.0,4780.0,861.0,3043.0,766.0,37431.0,132800.0,INLAND
-117.25,34.13,33.0,2898.0,503.0,1374.0,487.0,36856.0,90000.0,INLAND
-119.22,34.27,11.0,4695.0,955.0,2065.0,982.0,32158.000000000004,223600.0,NEAR OCEAN
-119.38,36.56,14.0,3965.0,804.0,1945.0,733.0,26906.0,95300.0,INLAND
-121.65,36.69,21.0,7884.0,2011.0,4907.0,1919.0,27367.0,160300.0,<1H OCEAN
-121.37,38.01,15.0,2430.0,315.0,1016.0,314.0,100088.00000000001,242000.0,INLAND
-118.11,33.92,32.0,1016.0,190.0,729.0,177.0,43000.0,151300.0,<1H OCEAN
-117.29,34.17,35.0,4174.0,847.0,2127.0,778.0,32232.0,88300.0,INLAND
-122.2,37.77,41.0,1547.0,415.0,1024.0,341.0,20562.0,102000.0,NEAR BAY
-121.91,37.26,25.0,4258.0,719.0,2290.0,743.0,51461.0,267200.0,<1H OCEAN
-121.23,38.78,13.0,3813.0,871.0,1513.0,783.0,20807.000000000004,142600.0,INLAND
-122.24,37.79,47.0,1372.0,395.0,1237.0,303.0,21250.0,95500.0,NEAR BAY
-121.45,37.72,2.0,2239.0,321.0,766.0,219.0,57500.0,240200.0,INLAND
-121.97,37.52,23.0,4925.0,948.0,2530.0,894.0,50824.0,230900.0,<1H OCEAN
-122.58,38.1,22.0,11872.0,2300.0,5600.0,2200.0,46463.0,276300.0,NEAR BAY
-124.13,40.79,32.0,2017.0,359.0,855.0,346.0,35833.0,92800.0,NEAR OCEAN
-117.93,33.94,28.0,3664.0,719.0,1820.0,657.0,42250.0,224700.0,<1H OCEAN
-117.98,33.82,34.0,1290.0,220.0,867.0,241.0,55486.00000000001,218100.0,<1H OCEAN
-118.0,33.83,26.0,1718.0,385.0,1022.0,368.0,39333.0,196100.0,<1H OCEAN
-117.04,34.0,21.0,4624.0,852.0,2174.0,812.0,35255.0,132100.0,INLAND
-117.32,33.25,7.0,8206.0,1523.0,4399.0,1423.0,36301.0,170900.0,<1H OCEAN
-117.97,33.71,26.0,2553.0,405.0,1337.0,411.0,53737.00000000001,252900.0,<1H OCEAN
-118.48,34.01,31.0,2851.0,804.0,1410.0,782.0,40893.0,381500.0,<1H OCEAN
-118.09,33.92,36.0,2381.0,419.0,1669.0,444.0,46976.00000000001,171100.0,<1H OCEAN
-122.45,37.78,43.0,1452.0,397.0,897.0,393.0,41319.0,322700.0,NEAR BAY
-122.2,37.47,40.0,2959.0,389.0,985.0,365.0,99025.0,500001.0,NEAR BAY
-122.17,37.72,42.0,3008.0,659.0,1817.0,664.0,33710.0,165000.0,NEAR BAY
-117.31,34.02,18.0,1634.0,274.0,899.0,285.0,52139.0,129300.0,INLAND
-116.79,33.99,16.0,319.0,68.0,212.0,67.0,14688.000000000002,90000.0,INLAND
-117.32,33.22,15.0,4784.0,1039.0,1810.0,986.0,24375.0,108900.0,NEAR OCEAN
-121.17,38.69,5.0,7138.0,1227.0,2623.0,1139.0,56902.0,243200.0,INLAND
-121.97,37.95,8.0,4253.0,709.0,1883.0,662.0,54310.0,246700.0,INLAND
-118.95,34.16,21.0,2953.0,419.0,1397.0,410.0,65410.00000000001,291500.0,<1H OCEAN
-121.85,39.74,39.0,1139.0,265.0,623.0,264.0,22833.0,85800.0,INLAND
-117.1,32.7,42.0,2002.0,488.0,1505.0,464.0,15057.0,86300.0,NEAR OCEAN
-117.77,33.67,12.0,4329.0,1068.0,1913.0,978.0,45094.0,160200.0,<1H OCEAN
-118.2,34.03,52.0,774.0,209.0,813.0,203.0,23472.0,135200.0,<1H OCEAN
-117.39,34.09,10.0,5736.0,945.0,3528.0,932.0,43958.00000000001,130700.0,INLAND
-122.44,37.79,52.0,1447.0,186.0,483.0,181.0,150001.0,500001.0,NEAR BAY
-118.24,33.88,37.0,1843.0,366.0,1207.0,351.0,24821.0,111000.0,<1H OCEAN
-117.87,34.06,25.0,3652.0,470.0,1525.0,484.0,101248.0,428500.0,<1H OCEAN
-121.32,38.02,23.0,3251.0,689.0,1890.0,668.0,30729.000000000004,104800.0,INLAND
-122.2,37.77,49.0,2272.0,498.0,1621.0,483.0,24338.000000000004,102400.0,NEAR BAY
-118.44,34.06,14.0,520.0,292.0,282.0,213.0,22857.0,500001.0,<1H OCEAN
-122.04,37.37,33.0,2757.0,489.0,1201.0,481.0,50453.0,311600.0,<1H OCEAN
-118.32,33.98,49.0,1412.0,333.0,901.0,328.0,17067.0,118600.0,<1H OCEAN
-122.29,37.92,32.0,1736.0,234.0,602.0,231.0,65160.0,401000.0,NEAR BAY
-119.63,36.76,22.0,4126.0,614.0,1795.0,613.0,49250.0,154700.0,INLAND
-122.34,37.53,27.0,3339.0,481.0,1354.0,458.0,73081.0,464600.0,NEAR OCEAN
-117.55,34.0,17.0,3583.0,700.0,1587.0,719.0,26979.000000000004,75000.0,INLAND
-122.65,38.99,16.0,4279.0,951.0,1596.0,666.0,18571.0,75900.0,INLAND
-118.47,34.02,38.0,2163.0,651.0,1759.0,584.0,23382.0,297500.0,<1H OCEAN
-117.98,33.94,32.0,2562.0,491.0,1222.0,446.0,40984.99999999999,226200.0,<1H OCEAN
-122.04,37.67,29.0,1694.0,251.0,690.0,242.0,60500.99999999999,254200.0,NEAR BAY
-120.99,37.66,46.0,1750.0,347.0,754.0,356.0,29137.0,106000.0,INLAND
-122.74,38.42,42.0,2050.0,434.0,1073.0,416.0,23750.0,141000.0,<1H OCEAN
-118.14,33.76,44.0,1633.0,536.0,741.0,513.0,33850.0,408300.0,NEAR OCEAN
-121.91,37.24,24.0,5046.0,1001.0,2449.0,968.0,47118.0,274600.0,<1H OCEAN
-121.69,39.36,29.0,2220.0,471.0,1170.0,428.0,23224.0,56200.0,INLAND
-117.23,32.73,44.0,1168.0,263.0,509.0,256.0,27273.0,269700.0,NEAR OCEAN
-122.94,39.1,18.0,681.0,120.0,272.0,105.0,28906.0,140600.0,INLAND
-117.29,34.49,3.0,7689.0,1545.0,3804.0,1399.0,33871.0,111800.0,INLAND
-117.27,34.12,27.0,2896.0,684.0,1514.0,668.0,14620.0,70200.0,INLAND
-121.81,37.23,24.0,2413.0,369.0,1237.0,381.0,64328.0,257200.0,<1H OCEAN
-118.27,34.01,42.0,990.0,289.0,1167.0,281.0,14524.0,126800.0,<1H OCEAN
-121.8,38.0,34.0,2738.0,475.0,1316.0,459.0,35368.0,122500.0,INLAND
-118.15,34.18,45.0,2612.0,664.0,3117.0,584.0,23029.0,148800.0,<1H OCEAN
-117.73,33.51,5.0,4549.0,786.0,1238.0,632.0,61785.0,295900.0,<1H OCEAN
-118.36,34.18,36.0,2233.0,605.0,1934.0,599.0,28784.0,194900.0,<1H OCEAN
-122.04,36.97,40.0,1193.0,227.0,570.0,204.0,44659.00000000001,237500.0,NEAR OCEAN
-122.33,38.38,28.0,1020.0,169.0,504.0,164.0,45694.0,287500.0,INLAND
-121.91,36.42,14.0,1078.0,261.0,382.0,171.0,37083.0,210000.0,NEAR OCEAN
-121.31,37.93,21.0,1556.0,314.0,1140.0,304.0,24667.0,81400.0,INLAND
-118.24,33.96,30.0,859.0,221.0,912.0,191.0,19041.0,105100.0,<1H OCEAN
-118.35,34.01,35.0,3776.0,,1583.0,749.0,35486.0,332100.0,<1H OCEAN
-120.22,39.35,8.0,1872.0,281.0,203.0,71.0,45881.99999999999,198400.0,INLAND
-116.2,32.64,28.0,1608.0,409.0,567.0,254.0,14648.000000000002,61800.0,INLAND
-118.06,34.58,36.0,1493.0,258.0,899.0,260.0,38600.0,109300.0,INLAND
-122.57,37.97,47.0,5416.0,1115.0,2177.0,1027.0,35055.0,382100.0,NEAR BAY
-118.05,33.98,34.0,2142.0,390.0,1305.0,406.0,40378.99999999999,172800.0,<1H OCEAN
-116.53,33.95,18.0,2990.0,648.0,1280.0,532.0,26250.0,68200.0,INLAND
-121.67,36.67,24.0,3071.0,544.0,1477.0,560.0,39219.0,222500.0,<1H OCEAN
-118.47,34.19,41.0,1104.0,196.0,495.0,196.0,50929.0,225000.0,<1H OCEAN
-119.77,36.86,7.0,4139.0,544.0,1843.0,562.0,82737.0,193500.0,INLAND
-122.41,37.59,40.0,2401.0,383.0,894.0,356.0,56493.0,422400.0,NEAR OCEAN
-118.58,34.2,21.0,2979.0,744.0,1824.0,692.0,35000.0,223700.0,<1H OCEAN
-122.44,37.77,52.0,3475.0,807.0,1518.0,777.0,36186.0,500001.0,NEAR BAY
-118.17,33.97,31.0,3388.0,1059.0,3558.0,957.0,24049.0,159000.0,<1H OCEAN
-118.48,34.0,41.0,2584.0,743.0,1058.0,668.0,32061.0,370000.0,<1H OCEAN
-118.39,34.05,35.0,2458.0,576.0,1047.0,554.0,40283.0,412500.0,<1H OCEAN
-122.63,38.26,7.0,7808.0,1390.0,3551.0,1392.0,46069.00000000001,202300.0,<1H OCEAN
-116.87,33.93,32.0,3141.0,812.0,2589.0,721.0,14556.0,54600.0,INLAND
-118.51,34.0,52.0,1241.0,502.0,679.0,459.0,23098.0,500001.0,<1H OCEAN
-117.19,32.77,9.0,634.0,152.0,248.0,133.0,38571.0,143800.0,NEAR OCEAN
-118.05,34.06,25.0,1022.0,291.0,1570.0,297.0,30230.0,142000.0,<1H OCEAN
-121.57,39.12,30.0,2601.0,534.0,1702.0,506.0,20800.0,56600.0,INLAND
-118.35,33.93,33.0,2040.0,576.0,2649.0,561.0,23375.0,170600.0,<1H OCEAN
-118.18,33.91,36.0,1138.0,238.0,878.0,224.0,20625.0,134400.0,<1H OCEAN
-117.25,32.84,19.0,1759.0,214.0,659.0,195.0,107751.0,500001.0,NEAR OCEAN
-118.38,34.21,38.0,1363.0,395.0,1798.0,405.0,23182.0,171200.0,<1H OCEAN
-117.65,34.1,44.0,1526.0,337.0,831.0,326.0,30284.0,115800.0,INLAND
-121.5,38.54,52.0,1145.0,133.0,334.0,138.0,83379.99999999999,405800.0,INLAND
-118.18,34.06,33.0,278.0,71.0,266.0,56.0,8941.0,98200.0,<1H OCEAN
-122.3,37.56,35.0,1873.0,351.0,945.0,333.0,55184.0,274800.0,NEAR OCEAN
-117.91,34.1,28.0,3694.0,722.0,1999.0,718.0,32813.0,181100.0,<1H OCEAN
-117.28,32.83,34.0,2392.0,653.0,933.0,619.0,37306.0,500000.0,NEAR OCEAN
-117.01,32.7,25.0,2321.0,398.0,1434.0,386.0,35341.0,120800.0,NEAR OCEAN
-117.89,33.61,41.0,1790.0,361.0,540.0,284.0,60247.0,500001.0,<1H OCEAN
-118.26,33.79,30.0,1291.0,230.0,835.0,215.0,55000.0,181500.0,<1H OCEAN
-117.66,33.57,16.0,2483.0,443.0,1357.0,400.0,55545.0,214200.0,<1H OCEAN
-121.41,38.64,38.0,1384.0,287.0,682.0,280.0,19167.0,64400.0,INLAND
-118.58,34.22,35.0,2560.0,441.0,1428.0,468.0,56345.0,228200.0,<1H OCEAN
-122.32,37.92,29.0,2304.0,399.0,1377.0,454.0,50187.0,140600.0,NEAR BAY
-119.48,36.5,32.0,3451.0,625.0,1968.0,574.0,29554.0,110300.0,INLAND
-118.3,33.88,30.0,1348.0,333.0,885.0,322.0,32574.0,195300.0,<1H OCEAN
-118.29,34.0,52.0,1319.0,295.0,898.0,271.0,27727.0,128600.0,<1H OCEAN
-117.85,34.07,32.0,761.0,101.0,295.0,95.0,111077.0,500001.0,<1H OCEAN
-117.99,33.66,14.0,3155.0,653.0,951.0,575.0,30625.0,268800.0,<1H OCEAN
-117.04,32.6,18.0,4747.0,846.0,3002.0,872.0,39076.0,152900.0,NEAR OCEAN
-118.85,34.25,17.0,5593.0,732.0,1992.0,660.0,72965.0,342900.0,<1H OCEAN
-121.83,37.28,19.0,2644.0,833.0,2317.0,780.0,31042.0,183100.0,<1H OCEAN
-117.24,32.75,36.0,2831.0,669.0,1279.0,660.0,29895.999999999996,252700.0,NEAR OCEAN
-122.01,37.53,27.0,1890.0,303.0,889.0,314.0,57057.0,287600.0,NEAR BAY
-122.1,37.72,30.0,2599.0,366.0,922.0,350.0,58381.99999999999,330200.0,NEAR BAY
-121.83,37.37,43.0,1461.0,284.0,800.0,258.0,32279.0,182400.0,<1H OCEAN
